chrom	start	stop	id	chr#	wind#	nbBreak_EBR-V4	p_val_sim_100K	CEGA_cov	DGV_cov	FungtammasanCFS_cov	aPhasedRep_cov	directRep_cov	g4Rep_cov	invertedRep_cov	mirrorRep_cov	sTandemRep_cov	ZDNA_cov	G4_cov	refExon_cov	refGene_cov	RNA_G4_cov	selfChain_cov	SynBlc_cov	cpg_cov	LINE_cov	lowComplx_cov	LTR_cov	satellite_cov	simpleRep_cov	SINE_cov	SD_cov	%GC	cpg_count	aPhasedRep_count	DGV_count	directRep_count	g4Rep_count	G4_count	LINE_count	lowComplx_count	LTR_count	mirrorRep_count	refExon_count	refGene_count	satellite_count	SD_count	selfChain_count	simpleRep_count	SINE_count	sTandemRep_count	ZDNA_count	invertedRep_count
chrY	21700000	21800000	24wind218	Y	218	0	0.63693	0	100000	0	333	996	31	4851	2043	1149	167	117	4172	32330	0	100000	0	413	18699	0	9573	0	0	0	0	0.37873	1	13	1	37	5	5	8	0	6	41	8	2	0	0	5	0	0	85	12	252
chrY	21800000	21900000	24wind219	Y	219	0	0.63623	0	100000	0	472	838	116	3588	2006	985	74	142	0	0	0	100000	0	0	28777	0	5434	0	0	0	0	0.38626	0	19	1	36	5	5	12	0	4	40	22	1	0	0	2	0	1	73	7	198
chrY	21900000	22000000	24wind220	Y	220	0	0.63942	0	100000	0	460	776	68	4181	2642	1149	91	127	0	0	0	100000	0	0	52489	0	4925	0	0	0	0	0.37614	0	18	2	31	5	5	12	0	6	51	6	1	0	0	1	0	0	80	8	218
chrY	22000000	22100000	24wind221	Y	221	0	0.6368	0	100000	0	589	867	20	4072	2432	985	134	47	0	0	0	100000	0	0	44658	0	19142	0	0	0	0	0.37883	0	24	3	34	2	2	17	0	11	41	0	0	0	0	1	0	1	67	8	216
chrY	22100000	22200000	24wind222	Y	222	0	0.63594	0	100000	0	409	1188	101	4269	3062	1201	180	152	0	0	0	100000	0	0	13277	878	6853	0	0	0	0	0.36753	0	16	4	40	6	6	12	1	5	51	0	2	0	0	1	0	0	72	10	227
chrY	22200000	22300000	24wind223	Y	223	0	0.63478	0	100000	0	68	626	0	2163	659	251	9	0	0	0	0	100000	0	0	2779	0	17588	0	0	0	0	0.41759	0	3	48	16	0	0	2	0	6	11	0	0	0	0	0	0	0	16	1	95
chrY	22300000	22400000	24wind224	Y	224	0	0.63681	0	100000	0	0	189	0	1496	0	18	0	0	0	0	0	100000	0	0	0	0	0	0	0	0	0	0.29998	0	0	25	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	39
chrY	22400000	22500000	24wind225	Y	225	0	0.64005	0	100000	0	0	396	0	1174	26	10	0	0	0	0	0	100000	0	0	0	0	0	0	0	0	0	0.3482	0	0	38	10	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	46
chrY	22500000	22600000	24wind226	Y	226	0	0.63628	0	100000	0	516	865	63	4983	4014	944	60	111	0	628	0	100000	0	0	20626	249	0	0	0	380	0	0.36438	0	21	12	33	5	5	11	1	7	50	0	2	0	0	0	0	1	69	6	240
chrY	22600000	22700000	24wind227	Y	227	0	0.63947	0	100000	0	353	845	89	4385	1567	1058	141	149	0	0	0	100000	0	0	8922	0	7068	0	349	0	0	0.37816	0	14	1	27	6	6	14	0	6	27	6	1	0	0	0	1	0	78	8	218
chrY	22700000	22800000	24wind228	Y	228	0	0.63672	0	100000	0	420	1061	82	4113	2790	1218	76	148	1383	19377	0	100000	0	227	14691	0	32729	0	0	302	0	0.37401	1	17	1	38	6	6	13	0	9	52	7	3	0	0	2	0	1	86	5	185
chrY	22800000	22900000	24wind229	Y	229	0	0.63856	0	100000	0	364	1153	144	3458	2262	1279	81	267	0	10859	0	100000	0	0	24142	0	28215	0	0	406	0	0.39686	0	15	1	47	9	9	9	0	8	41	0	1	0	0	2	0	1	80	5	219
chrY	22900000	23000000	24wind230	Y	230	0	0.63808	0	100000	0	440	955	41	4079	2505	1345	175	95	881	29751	0	100000	0	0	18713	0	7061	0	0	0	0	0.41563	0	18	2	36	4	4	10	0	5	52	7	3	0	0	7	0	1	84	16	185
chrY	23000000	23100000	24wind231	Y	231	0	0.63675	0	53495	0	414	850	29	3920	2727	1136	94	151	0	1162	0	100000	0	0	16773	0	30473	0	0	0	2308	0.38428	0	17	3	33	6	6	11	0	8	47	0	3	0	3	6	0	0	81	8	206
chrY	23100000	23200000	24wind232	Y	232	0	0.63861	0	100000	0	411	866	21	3312	1719	838	101	88	0	0	0	100000	0	0	12210	0	14494	14063	0	0	15766	0.40639	0	17	3	36	4	4	4	0	12	32	0	0	10	1	4	0	0	59	7	181
chrY	23200000	23300000	24wind233	Y	233	0	0.63737	0	47003	0	461	1364	39	3808	2490	1349	137	116	0	311	0	100000	0	0	2195	0	9328	2285	0	0	15783	0.40672	0	19	4	47	5	5	3	0	14	43	0	1	6	1	2	0	0	80	7	222
chrY	23300000	23400000	24wind234	Y	234	0	0.63637	0	7801	0	482	1058	86	4175	2947	1334	89	210	0	0	0	100000	0	0	15720	0	30108	0	0	0	0	0.37298	0	19	1	39	7	7	14	0	9	50	0	1	0	0	0	0	1	87	8	197
chrY	23400000	23500000	24wind235	Y	235	0	0.6378	0	96377	0	199	1247	73	4724	3519	1375	96	147	0	8274	0	100000	0	0	26636	0	8068	0	0	0	12340	0.37828	0	8	3	54	5	5	15	0	9	60	0	1	0	14	56	0	1	87	8	218
chrY	23500000	23600000	24wind236	Y	236	0	0.63686	0	100000	0	417	1251	48	4718	1930	1179	315	178	0	0	0	100000	0	293	10391	0	0	0	0	0	21262	0.38088	1	17	2	45	7	7	9	0	1	40	5	2	0	10	456	0	1	85	22	255
chrY	23600000	23700000	24wind237	Y	237	0	0.63704	0	100000	0	174	580	299	5208	2051	732	307	562	2237	29386	0	100000	0	596	826	0	257	0	0	274	48086	0.4086	2	7	9	21	20	20	13	0	2	38	15	4	0	17	326	0	1	56	23	236
chrY	23700000	23800000	24wind238	Y	238	0	0.63786	0	100000	0	315	1186	180	4499	1544	1110	427	241	1547	11212	0	100000	0	0	3100	0	15310	5020	1356	249	15513	0.42257	0	13	10	48	9	9	8	0	6	34	15	4	5	6	349	2	2	71	28	216
chrY	23800000	23900000	24wind239	Y	239	0	0.63521	0	100000	0	350	1001	0	5659	2819	1367	230	66	0	15313	0	100000	0	0	1938	0	40279	0	207	0	0	0.38072	0	14	6	41	2	2	2	0	14	59	0	4	0	1	24	1	1	93	16	272
chrY	23900000	24000000	24wind240	Y	240	0	0.63845	0	100000	0	74	683	29	2153	1291	702	307	30	0	0	0	100000	0	0	0	0	826	4498	217	0	0	0.21998	0	3	4	25	1	1	0	0	4	23	0	1	4	2	100	1	0	51	19	86
chrY	24000000	24100000	24wind241	Y	241	0	0.63611	0	100000	0	293	1064	175	5458	1731	1273	451	521	0	0	0	100000	0	596	4811	0	0	0	0	646	99332	0.41756	2	12	14	43	19	19	11	0	3	33	24	3	2	13	659	0	4	93	32	241
